file	index	entry	raw_id	offset	instructions_including_end
stg1txt.anm	3	0	3	700	8
stg2bg.anm	0	0	0	192	5
stg2bg.anm	1	0	1	240	5
stg2bg.anm	2	0	2	292	5
stg2enm.anm	0	0	0	432	21
stg2enm.anm	1	0	1	716	7
stg2enm.anm	2	0	2	788	6
stg2enm.anm	3	0	3	852	26
stg2enm.anm	4	0	4	1192	25
stg2enm.anm	5	0	5	1524	9
stg2txt.anm	0	0	0	272	9
stg2txt.anm	1	0	1	424	9
stg2txt.anm	2	0	2	576	8
stg2txt.anm	3	0	3	700	8
stg3bg.anm	0	0	0	160	31
stg3bg.anm	1	0	1	800	14
stg3bg.anm	2	1	2	525532	17
stg3bg.anm	3	1	3	525836	37
stg3bg.anm	4	1	4	526456	8
stg3bg.anm	5	1	5	526548	10
stg3enm.anm	0	0	0	432	21
stg3enm.anm	1	0	1	716	7
stg3enm.anm	2	0	2	788	6
stg3enm.anm	3	0	3	852	26
stg3enm.anm	4	0	4	1192	25
stg3enm.anm	5	0	5	1524	9
stg3txt.anm	0	0	0	272	9
stg3txt.anm	1	0	1	424	9
stg3txt.anm	2	0	2	576	8
stg3txt.anm	3	0	3	700	8
stg4abg.anm	0	0	0	224	6
stg4abg.anm	1	0	1	288	5
stg4abg.anm	2	0	2	340	5
stg4abg.anm	3	0	3	392	5
stg4abg.anm	4	1	4	524900	8
stg4abg.anm	5	1	5	525000	7
stg4abg.anm	6	1	6	525100	8
stg4abg.anm	7	1	7	525200	5
stg4aenm.anm	0	0	0	768	21
stg4aenm.anm	1	0	1	1052	7
stg4aenm.anm	2	0	2	1124	6
stg4aenm.anm	3	0	3	1188	26
stg4aenm.anm	4	0	4	1528	25
stg4aenm.anm	5	0	5	1860	6
stg4aenm.anm	6	0	6	1932	22
stg4aenm.anm	7	0	7	2228	8
stg4aenm.anm	8	0	8	2312	7
stg4aenm.anm	9	0	9	2388	27
stg4aenm.anm	10	0	10	2740	26
stg4aenm.anm	11	0	11	3084	7
stg4atxt.anm	0	0	0	272	9
stg4atxt.anm	1	0	1	424	9
stg4atxt.anm	2	0	2	576	8
stg4atxt.anm	3	0	3	700	8
stg4benm.anm	0	0	0	432	21
stg4benm.anm	1	0	1	716	7
stg4benm.anm	2	0	2	788	6
stg4benm.anm	3	0	3	852	26
stg4benm.anm	4	0	4	1192	25
stg4benm.anm	5	0	5	1524	5
stg4benm.anm	6	1	6	132984	14
stg4benm.anm	7	1	7	133212	14
stg4benm.anm	8	1	8	133440	14
stg4benm.anm	9	1	9	133668	14
stg4benm.anm	10	1	10	133896	14
stg4benm.anm	11	1	11	134124	14
stg4benm.anm	12	1	12	134352	14
stg4benm.anm	13	1	13	134580	14
stg4benm.anm	14	1	14	134808	14
stg4benm.anm	15	1	15	135036	14
stg4benm.anm	16	1	16	135264	14
stg4benm.anm	17	1	17	135492	14
stg4benm.anm	18	1	18	135720	14
stg4benm.anm	19	1	19	135948	14
stg4benm.anm	20	1	20	136176	14
stg4benm.anm	21	1	21	136404	14
stg4benm.anm	22	1	22	136632	14
stg4benm.anm	23	1	23	136860	14
stg4benm.anm	24	1	24	137088	14
stg4benm.anm	25	1	25	137316	14
stg4btxt.anm	0	0	0	272	9
stg4btxt.anm	1	0	1	424	9
stg4btxt.anm	2	0	2	576	8
stg4btxt.anm	3	0	3	700	8
stg5bg.anm	0	0	0	336	5
stg5bg.anm	1	0	1	396	5
stg5bg.anm	2	0	2	456	4
stg5bg.anm	3	0	3	496	9
stg5bg.anm	4	0	4	604	4
stg5bg.anm	5	0	5	644	4
stg5bg.anm	6	0	6	684	5
stg5bg.anm	7	0	7	744	5
stg5bg.anm	8	0	8	804	9
stg5enm.anm	0	0	0	600	6
stg5enm.anm	1	0	1	704	7
stg5enm.anm	2	0	2	776	6
stg5enm.anm	3	0	3	840	10
stg5enm.anm	4	0	4	988	9
stg5enm.anm	5	0	5	1128	9
stg5enm.anm	6	0	6	1260	21
stg5enm.anm	7	0	7	1544	7
stg5enm.anm	8	0	8	1616	6
stg5enm.anm	9	0	9	1680	26
stg5enm.anm	10	0	10	2020	25
stg5enm.anm	11	0	11	2352	9
stg5enm.anm	12	1	12	134012	21
stg5enm.anm	13	1	13	134296	7
stg5enm.anm	14	1	14	134368	6
stg5enm.anm	15	1	15	134432	26
stg5enm.anm	16	1	16	134772	25
stg5enm.anm	17	1	17	135104	9
stg5txt.anm	0	0	0	272	10
stg5txt.anm	1	0	1	436	10
stg5txt.anm	2	0	2	600	9
stg5txt.anm	3	0	3	736	8
stg6bg.anm	0	0	0	336	5
stg6bg.anm	1	0	1	396	5
stg6bg.anm	2	0	2	456	4
stg6bg.anm	3	0	3	496	9
stg6bg.anm	4	0	4	604	5
stg6bg.anm	5	0	5	664	4
stg6bg.anm	6	0	6	704	5
stg6bg.anm	7	0	7	764	5
stg6bg.anm	8	0	8	824	9
stg6bg.anm	9	1	9	1049668	9
stg6bg.anm	10	1	10	1049780	6
stg6bg.anm	11	1	11	1049864	7
stg6bg.anm	12	2	12	2098672	8
stg6bg.anm	13	2	13	2098792	7
stg6bg.anm	14	3	14	2361188	8
stg6bg.anm	15	3	15	2361308	7
stg6bg.anm	16	4	16	2623704	8
stg6bg.anm	17	4	17	2623824	7
stg6enm.anm	0	0	0	464	21
stg6enm.anm	1	0	1	748	7
stg6enm.anm	2	0	2	820	6
stg6enm.anm	3	0	3	884	26
stg6enm.anm	4	0	4	1224	25
stg6enm.anm	5	0	5	1556	7
stg6enm.anm	6	0	6	1640	10
stg6txt.anm	0	0	0	296	10
stg6txt.anm	1	0	1	460	10
stg6txt.anm	2	0	2	624	9
stg6txt.anm	3	0	3	760	8
stg7bg.anm	0	0	0	336	5
stg7bg.anm	1	0	1	396	5
stg7bg.anm	2	0	2	456	4
stg7bg.anm	3	0	3	496	9
stg7bg.anm	4	0	4	604	5
stg7bg.anm	5	0	5	664	4
stg7bg.anm	6	0	6	704	5
stg7bg.anm	7	0	7	764	5
stg7bg.anm	8	0	8	824	9
stg7bg.anm	9	1	9	1049660	8
stg7bg.anm	10	1	10	1049760	6
stg7bg.anm	11	2	11	2098548	25
stg7bg.anm	12	3	12	2230184	42
stg7enm.anm	0	0	0	464	21
stg7enm.anm	1	0	1	748	7
stg7enm.anm	2	0	2	820	6
stg7enm.anm	3	0	3	884	26
stg7enm.anm	4	0	4	1224	25
stg7enm.anm	5	0	5	1556	7
stg7enm.anm	6	0	6	1640	10
stg7enm.anm	7	1	7	133336	21
stg7enm.anm	8	1	8	133620	7
stg7enm.anm	9	1	9	133692	6
stg7enm.anm	10	1	10	133756	26
stg7enm.anm	11	1	11	134096	25
stg7enm.anm	12	1	12	134428	7
stg7txt.anm	0	0	0	296	10
stg7txt.anm	1	0	1	460	10
stg7txt.anm	2	0	2	624	9
stg7txt.anm	3	0	3	760	8
stg8bg.anm	0	0	0	224	6
stg8bg.anm	1	0	1	288	5
stg8bg.anm	2	0	2	340	5
stg8bg.anm	3	0	3	392	5
stg8bg.anm	4	1	4	524900	8
stg8bg.anm	5	1	5	525000	7
stg8bg.anm	6	1	6	525100	7
stg8bg.anm	7	1	7	525180	5
stg8enm.anm	0	0	0	432	21
stg8enm.anm	1	0	1	716	7
stg8enm.anm	2	0	2	788	6
stg8enm.anm	3	0	3	852	26
stg8enm.anm	4	0	4	1192	25
stg8enm.anm	5	0	5	1524	6
stg8enm.anm	6	1	6	133124	21
stg8enm.anm	7	1	7	133408	7
stg8enm.anm	8	1	8	133480	6
stg8enm.anm	9	1	9	133544	26
stg8enm.anm	10	1	10	133884	25
stg8enm.anm	11	1	11	134216	6
stg8enm.anm	12	1	12	134288	7
stg8enm.anm	13	2	13	265636	7
stg8enm.anm	14	2	14	265744	11
stg8enm.anm	15	2	15	265916	3
stg8enm.anm	16	2	16	265952	8
stg8enm.anm	17	2	17	266072	11
stg8enm.anm	18	2	18	266244	13
stg8txt.anm	0	0	0	296	9
stg8txt.anm	1	0	1	448	9
stg8txt.anm	2	0	2	600	8
stg8txt.anm	3	0	3	724	8
stgenm_al.anm	0	0	0	456	21
stgenm_al.anm	1	0	1	740	8
stgenm_al.anm	2	0	2	824	7
stgenm_al.anm	3	0	3	900	27
stgenm_al.anm	4	0	4	1252	26
stgenm_al.anm	5	0	5	1596	6
stgenm_rm.anm	0	0	0	216	6
stgenm_rm.anm	1	0	1	320	5
stgenm_rm.anm	2	0	2	368	4
stgenm_rm.anm	3	0	3	408	9
stgenm_rm.anm	4	0	4	544	8
stgenm_rm.anm	5	0	5	672	3
stgenm_sk.anm	0	0	0	432	21
stgenm_sk.anm	1	0	1	716	7
stgenm_sk.anm	2	0	2	788	6
stgenm_sk.anm	3	0	3	852	26
stgenm_sk.anm	4	0	4	1192	25
stgenm_sk.anm	5	0	5	1524	6
stgenm_yk.anm	0	0	0	712	5
stgenm_yk.anm	1	0	1	772	7
stgenm_yk.anm	2	0	2	864	6
stgenm_yk.anm	3	0	3	968	8
stgenm_yk.anm	4	0	4	1076	8
stgenm_yk.anm	5	0	5	1184	10
stgenm_yk.anm	6	0	6	1352	10
stgenm_yk.anm	7	0	7	1520	10
stgenm_yk.anm	8	0	8	1684	15
stgenm_yk.anm	9	0	9	1912	12
stgenm_yk.anm	10	0	10	2088	10
stgenm_yk.anm	11	0	11	2244	19
stgenm_yk.anm	12	0	12	2516	18
stgenm_yk.anm	13	0	13	2780	7
stgenm_yk.anm	14	0	14	2912	12
stgenm_yk.anm	15	0	15	3116	13
stgenm_yk.anm	16	0	16	3332	8
stgenm_ym.anm	0	0	0	592	21
stgenm_ym.anm	1	0	1	876	6
stgenm_ym.anm	2	0	2	940	6
stgenm_ym.anm	3	0	3	1004	25
stgenm_ym.anm	4	0	4	1336	25
stgenm_ym.anm	5	0	5	1668	10
stgenm_ym.anm	6	0	6	1804	5
stgenm_ym.anm	7	0	7	1872	8
stgenm_yy.anm	0	0	0	384	6
stgenm_yy.anm	1	0	1	488	9
stgenm_yy.anm	2	0	2	596	8
stgenm_yy.anm	3	0	3	696	11
stgenm_yy.anm	4	0	4	864	10
stgenm_yy.anm	5	0	5	1024	8
stgenm_yy.anm	6	0	6	1124	8
stgenm_yy.anm	7	0	7	1260	11
stgenm_yy.anm	8	0	8	1472	9
text.anm	0	0	4294967257	1216	7
text.anm	1	0	4294967258	1300	7
text.anm	2	0	4294967259	1384	7
text.anm	3	0	4294967260	1476	7
text.anm	4	0	4294967261	1568	13
text.anm	5	0	4294967262	1772	14
text.anm	6	0	4294967263	1988	12
text.anm	7	0	4294967264	2180	10
text.anm	8	0	4294967265	2324	10
text.anm	9	0	4294967266	2468	10
text.anm	10	0	4294967267	2600	17
text.anm	11	0	4294967268	2812	17
text.anm	12	0	4294967269	3024	17
text.anm	13	0	4294967270	3236	17
text.anm	14	0	4294967271	3448	17
text.anm	15	0	4294967272	3660	17
text.anm	16	0	4294967273	3872	17
text.anm	17	0	4294967274	4084	17
text.anm	18	0	4294967275	4296	13
text.anm	19	0	4294967276	4468	13
text.anm	20	0	4294967277	4640	13
text.anm	21	0	4294967278	4812	13
text.anm	22	0	4294967279	4984	13
text.anm	23	0	4294967280	5156	13
text.anm	24	0	4294967281	5328	13
text.anm	25	0	4294967282	5500	13
text.anm	26	0	4294967283	5672	13
text.anm	27	0	4294967284	5844	13
text.anm	28	0	4294967285	6016	13
text.anm	29	0	4294967286	6188	13
text.anm	30	0	4294967287	6360	13
text.anm	31	0	4294967288	6532	13
text.anm	32	0	4294967289	6704	13
text.anm	33	0	4294967290	6876	11
times.anm	0	0	0	504	10
times.anm	1	0	1	672	14
times.anm	2	0	2	880	25
title01.anm	0	0	0	128	19
title01.anm	1	1	1	265644	22
title01.anm	2	1	2	265976	22
title01.anm	3	1	3	266308	22
title01.anm	4	1	4	266640	22
title01.anm	5	1	5	266972	22
title01.anm	6	1	6	267304	22
title01.anm	7	1	7	267636	22
title01.anm	8	1	8	267968	22
title01.anm	9	1	9	268300	22
title01.anm	10	1	10	268632	19
title01.anm	11	1	11	268876	19
title01.anm	12	1	12	269120	19
title01.anm	13	1	13	269364	19
title01.anm	14	1	14	269608	19
title01.anm	15	1	15	269852	19
title01.anm	16	1	16	270096	19
title01.anm	17	1	17	270340	19
title01.anm	18	1	18	270584	19
title01.anm	19	1	19	270828	19
title01.anm	20	1	20	271072	19
title01.anm	21	1	21	271316	19
title01.anm	22	1	22	271560	19
title01.anm	23	1	23	271804	19
title01.anm	24	1	24	272048	19
title01.anm	25	1	25	272292	19
title01.anm	26	1	26	272536	19
title01.anm	27	1	27	272780	19
title01.anm	28	1	28	273024	19
title01.anm	29	1	29	273268	19
title01.anm	30	1	30	273512	19
title01.anm	31	1	31	273756	19
title01.anm	32	1	32	274000	19
title01.anm	33	1	33	274244	19
title01.anm	34	1	34	274488	19
title01.anm	35	1	35	274732	19
title01.anm	36	1	36	274976	19
title01.anm	37	1	37	275220	19
title01.anm	38	1	38	275464	19
title01.anm	39	1	39	275708	19
title01.anm	40	1	40	275952	19
title01.anm	41	1	41	276196	19
title01.anm	42	1	42	276440	19
title01.anm	43	1	43	276684	19
title01.anm	44	1	44	276928	19
title01.anm	45	1	45	277172	19
title01.anm	46	1	46	277416	19
title01.anm	47	1	47	277660	19
title01.anm	48	1	48	277904	19
title01.anm	49	1	49	278148	19
title01.anm	50	1	50	278392	19
title01.anm	51	1	51	278636	19
title01.anm	52	1	52	278880	19
title01.anm	53	1	53	279124	19
title01.anm	54	1	54	279368	19
title01.anm	55	1	55	279612	19
title01.anm	56	1	56	279856	19
title01.anm	57	1	57	280100	19
title01.anm	58	1	58	280344	19
title01.anm	59	1	59	280588	19
title01.anm	60	1	60	280832	19
title01.anm	61	1	61	281076	19
title01.anm	62	1	62	281320	19
title01.anm	63	1	63	281564	19
title01.anm	64	1	64	281808	19
title01.anm	65	1	65	282052	19
title01.anm	66	1	66	282296	19
title01.anm	67	1	67	282540	19
title01.anm	68	1	68	282784	19
title01.anm	69	1	69	283028	19
title01.anm	70	1	70	283272	19
title01.anm	71	1	71	283516	19
title01.anm	72	1	72	283760	19
title01.anm	73	1	73	284004	19
title01.anm	74	1	74	284248	19
title01.anm	75	1	75	284492	19
title01.anm	76	1	76	284736	19
title01.anm	77	2	77	809964	13
title01.anm	78	2	78	810136	11
title01.anm	79	2	79	810280	14
title01.anm	80	2	80	810464	16
title01.anm	81	2	81	810680	16
title01.anm	82	2	82	810896	16
title01.anm	83	2	83	811112	16
title01.anm	84	2	84	811328	16
title01.anm	85	2	85	811544	16
title01.anm	86	2	86	811760	16
title01.anm	87	2	87	811976	16
title01.anm	88	2	88	812192	16
title01.anm	89	2	89	812408	16
title01.anm	90	2	90	812624	16
title01.anm	91	2	91	812840	16
title01.anm	92	2	92	813056	16
title01.anm	93	2	93	813272	16
title01.anm	94	2	94	813488	16
title01.anm	95	2	95	813704	12
title01.anm	96	2	96	813868	12
title01.anm	97	2	97	814032	12
title01.anm	98	2	98	814196	12
title01.anm	99	2	99	814360	12
title01.anm	100	2	100	814524	12
title01.anm	101	2	101	814688	12
title01.anm	102	2	102	814852	12
title01.anm	103	2	103	815016	12
title01.anm	104	2	104	815180	12
title01.anm	105	2	105	815344	12
title01.anm	106	2	106	815508	12
title01.anm	107	2	107	815672	12
title01.anm	108	2	108	815836	19
title01.anm	109	2	109	816124	19
title01.anm	110	2	110	816412	19
title01.anm	111	3	111	947916	34
title01.anm	112	4	112	1472896	34
title01.anm	113	5	113	1997876	34
title01.anm	114	6	114	2522856	34
title01.anm	115	7	115	3047836	34
title01.anm	116	8	116	3572816	34
title01.anm	117	9	117	4097796	34
title01.anm	118	10	118	4622776	34
title01.anm	119	11	119	5147756	25
title01.anm	120	12	120	5279328	25
title01.anm	121	13	121	5410900	25
title01.anm	122	14	122	5542472	25
title01.anm	123	15	123	5674044	25
title01.anm	124	16	124	5805616	25
title01.anm	125	17	125	5937188	25
title01.anm	126	18	126	6068760	25
title01.anm	127	19	127	6200332	25
title01.anm	128	20	128	6331904	25
title01.anm	129	21	129	6463476	25
title01.anm	130	22	130	6595048	25
title01.anm	131	23	131	6727060	34
title01.anm	132	23	132	6727536	34
title01.anm	133	23	133	6728012	34
title01.anm	134	23	134	6728488	34
title01.anm	135	23	135	6728964	34
title01.anm	136	24	136	7254008	19
title01.anm	137	24	137	7254256	18
title01.anm	138	24	138	7254492	17
title01.anm	139	24	139	7254716	18
title01.anm	140	24	140	7254952	17
title01.anm	141	24	141	7255176	13
